group,total_sample,sample_2018_no,sample_2017_no,two_sided_p_value,two_sided_t_statistic,two_sided_CI,Act_per_2018_Mean,Act_per_2017_Mean,two_sided_des,greater_p_value,greater_t_statistic,greater_CI,premium_2018_Mean,premium_2017_Mean,greater_des,y_2017,y_2018,y_score,not_equal_sig,greater_sig
"53+_M_02 Maried_300,001+",101,65,36,0.112,1.6,"(-0.2657871027669845, 2.49928919237787)",8.37,7.26,Two-Sample Welch's t-test,0.022,2.04,"(inf, 14529.979450198483)",35802.75,28434.86,Two-Sample Welch's t-test,4.510514318174748,6.326087127305035,1.8155728091302878,False,True
"1-18_F_01 Single_130,000-190,000",101,72,29,0.023,2.35,"(0.18746705647781203, 2.3848257411236298)",5.96,4.68,Two-Sample Welch's t-test,0.025,2.0,"(inf, 3809.2586567345106)",9542.92,7640.69,Two-Sample Welch's t-test,3.2268775394294202,8.826295060234465,5.599417520805043,True,True
"39-45_F_02 Maried_1-60,000",97,43,54,0.0,7.25,"(3.5231473348235878, 6.235117547420586)",13.73,8.85,Two-Sample Welch's t-test,0.0,8.18,"(inf, 3631.7870568036788)",7314.02,4400.04,Two-Sample Welch's t-test,14.59050519813076,10.567238580099241,-4.02326661803152,True,True
"28-38_M_01 Single_60,001-88,000",96,76,20,0.0,6.77,"(2.10813221403198, 3.856910707749239)",9.83,6.85,Two-Sample Welch's t-test,0.0,7.39,"(inf, 2997.5824775736173)",7087.42,4725.0,Two-Sample Welch's t-test,4.060863971370265,12.594954245890197,8.534090274519931,True,True
"19-27_M_00 NA_1-60,000",90,53,37,0.0,5.91,"(1.623323663079987, 3.2672939556202407)",7.02,4.58,Two-Sample Welch's t-test,0.0,6.39,"(inf, 1797.9115493572428)",3579.34,2207.84,Two-Sample Welch's t-test,21.812792886610325,22.38486318099756,0.5720702943872336,True,True
"53+_F_02 Maried_130,000-190,000",90,45,45,0.062,1.91,"(-0.06868115230757299, 2.798333262009939)",9.01,7.64,Two-Sample Welch's t-test,0.039,1.8,"(inf, 4469.3741059776785)",14100.93,11987.0,Two-Sample Welch's t-test,12.287245674299095,7.510427796188648,-4.776817878110447,False,True
"28-38_M_01 Single_1-60,000",89,73,16,0.279,1.09,"(-0.43859398179203346, 1.5015302403312614)",9.18,8.65,Two-Sample Welch's t-test,0.218,0.78,"(inf, 764.389889227791)",4576.85,4361.25,Two-Sample Welch's t-test,4.542569500727475,11.052448766932962,6.509879266205488,False,False
"19-27_F_01 Single_130,000-190,000",85,63,22,0.084,1.76,"(-0.19071679049200707, 2.9184829060726853)",7.14,5.78,Two-Sample Welch's t-test,0.019,2.11,"(inf, 4914.674527495935)",11075.19,8551.36,Two-Sample Welch's t-test,5.442702343807635,12.073702959051086,6.631000615243451,False,True
"53+_F_02 Maried_300,001+",84,62,22,0.077,1.79,"(-0.13218450797504233, 2.5272316567959177)",8.2,7.01,Two-Sample Welch's t-test,0.015,2.21,"(inf, 25571.484628534618)",39977.94,26530.18,Two-Sample Welch's t-test,2.755857124193135,7.1166420839519215,4.360784959758786,False,True
"19-27_F_01 Single_88,001-130,0000",80,46,34,0.117,1.58,"(-0.3000619635661479, 2.6307708608800064)",6.39,5.22,Two-Sample Welch's t-test,0.11,1.24,"(inf, 2742.5163785294235)",6931.3,5880.0,Two-Sample Welch's t-test,6.79261822611142,7.151883997895079,0.3592657717836595,False,False
"19-27_M_00 NA_190,001-300,0000",76,34,42,0.0,4.3,"(1.5710831570519517, 4.3214890774225685)",5.95,3.0,Two-Sample Welch's t-test,0.0,4.18,"(inf, 9981.681500806128)",13831.32,7096.07,Two-Sample Welch's t-test,13.759600002770064,9.485098130572506,-4.274501872197558,True,True
"19-27_M_01 Single_190,001-300,0000",73,40,33,0.018,2.42,"(0.31470643799495934, 3.2366759588016043)",6.33,4.55,Two-Sample Welch's t-test,0.01,2.39,"(inf, 6953.36280348521)",13977.08,10184.55,Two-Sample Welch's t-test,7.043165558084269,7.110825024505811,0.06765946642154214,True,True
"28-38_F_01 Single_1-60,000",73,42,31,0.0,3.75,"(1.2516710545161087, 4.145413749937276)",10.89,8.19,Two-Sample Welch's t-test,0.005,2.64,"(inf, 1815.0357507541466)",4838.5,3805.42,Two-Sample Welch's t-test,8.18431639992202,7.732650745537165,-0.45166565438485573,True,True
"28-38_F_02 Maried_1-60,000",73,33,40,0.0,3.98,"(2.1318532814478446, 6.5765230562078845)",12.57,8.22,Two-Sample Welch's t-test,0.0,4.73,"(inf, 3438.0541907803618)",6125.09,3717.07,Two-Sample Welch's t-test,8.500013434643888,7.3812499132704605,-1.1187635213734282,True,True
"19-27_M_00 NA_130,000-190,000",69,39,30,0.0,3.82,"(1.1655896343108614, 3.743753852365712)",5.52,3.07,Two-Sample Welch's t-test,0.0,3.95,"(inf, 5448.488190572451)",8275.38,4664.0,Two-Sample Welch's t-test,6.300148588410104,6.379988257690323,0.07983966928021974,True,True
"46-52_F_02 Maried_1-60,000",68,17,51,0.0,9.68,"(8.298209023368733, 12.945404818394097)",19.41,8.79,Two-Sample Welch's t-test,0.0,11.54,"(inf, 6599.350819726668)",10075.12,4500.0,Two-Sample Welch's t-test,18.472594155899035,6.475258582003924,-11.99733557389511,True,True
"28-38_M_02 Maried_60,001-88,000",65,44,21,0.0,7.85,"(3.520279876854868, 5.927872097063316)",11.24,6.51,Two-Sample Welch's t-test,0.0,7.04,"(inf, 4038.0260263033065)",8159.93,5017.14,Two-Sample Welch's t-test,4.595384987798416,10.613368806119055,6.01798381832064,True,True
"46-52_M_02 Maried_130,000-190,000",64,31,33,0.017,2.48,"(0.36444447914773437, 3.5160299690365315)",8.23,6.29,Two-Sample Welch's t-test,0.002,2.96,"(inf, 5968.142319213678)",12863.52,9310.82,Two-Sample Welch's t-test,6.187063542564417,5.0206165967695835,-1.1664469457948328,True,True
"53+_F_02 Maried_1-60,000",63,18,45,0.0,12.72,"(9.976763333093515, 13.934873383483758)",20.32,8.36,Two-Sample Welch's t-test,0.0,14.62,"(inf, 7080.219936511248)",10687.5,4500.0,Two-Sample Welch's t-test,18.802228412256266,6.2983425414364635,-12.503885870819802,True,True
"28-38_F_01 Single_60,001-88,000",60,38,22,0.0,5.05,"(1.8944638511811418, 4.414272434277246)",9.48,6.33,Two-Sample Welch's t-test,0.0,5.09,"(inf, 3146.0184251917235)",6749.84,4500.0,Two-Sample Welch's t-test,6.297121070739569,8.56967593505203,2.272554864312462,True,True
"46-52_M_02 Maried_190,001-300,0000",57,48,9,0.131,1.58,"(-0.588634009548449, 4.1686413960636495)",7.81,6.02,Two-Sample Welch's t-test,0.082,1.46,"(inf, 10001.316976247821)",18166.0,14083.33,Two-Sample Welch's t-test,1.9019619994745034,8.511611943713534,6.609649944239031,False,False
"39-45_F_02 Maried_88,001-130,0000",57,38,19,0.629,0.49,"(-0.9800427571703338, 1.6049744966513722)",8.69,8.38,Two-Sample Welch's t-test,0.553,-0.13,"(inf, 1279.2832420331142)",9085.61,9177.63,Two-Sample Welch's t-test,4.800408974197682,6.041088845840976,1.2406798716432952,False,False
"39-45_M_01 Single_60,001-88,000",55,34,21,0.0,5.5,"(2.231007636230011, 4.792789282172086)",10.92,7.4,Two-Sample Welch's t-test,0.0,5.03,"(inf, 3327.607123163845)",7843.03,5465.86,Two-Sample Welch's t-test,12.98037614740111,15.611116282364485,2.6307401349633746,True,True
"53+_F_00 NA_130,000-190,000",53,29,24,0.123,1.57,"(-0.3969355320317982, 3.1878345945012976)",9.51,8.11,Two-Sample Welch's t-test,0.049,1.7,"(inf, 5508.966385769423)",15187.14,12676.79,Two-Sample Welch's t-test,8.72481431562043,6.753738135104205,-1.971076180516225,False,True
"19-27_F_01 Single_190,001-300,0000",53,37,16,0.515,-0.66,"(-2.5090025864991388, 1.2780395350475462)",5.64,6.25,Two-Sample Welch's t-test,0.729,-0.61,"(inf, 3054.2406624006144)",13204.05,14540.62,Two-Sample Welch's t-test,5.363604674324414,6.962010975908492,1.598406301584078,False,False
"39-45_M_02 Maried_1-60,000",52,23,29,0.0,4.62,"(2.6883703164676915, 7.044754173324188)",13.62,8.75,Two-Sample Welch's t-test,0.0,4.29,"(inf, 3500.51754303677)",6882.87,4522.76,Two-Sample Welch's t-test,11.118674643131744,6.801333406084363,-4.31734123704738,True,True
"19-27_F_00 NA_130,000-190,000",52,38,14,0.012,2.61,"(0.3748591576550795, 2.9225972286441064)",5.33,3.69,Two-Sample Welch's t-test,0.006,2.59,"(inf, 4574.341969375986)",8406.32,5832.86,Two-Sample Welch's t-test,4.101744974533618,7.567175740692048,3.465430766158429,True,True
"28-38_M_01 Single_88,001-130,0000",51,34,17,0.092,1.72,"(-0.2225888758732235, 2.852410442052695)",9.13,7.82,Two-Sample Welch's t-test,0.054,1.64,"(inf, 3215.5918724116327)",9650.74,8205.88,Two-Sample Welch's t-test,4.197019845134481,6.189393459247053,1.992373614112572,False,False
"53+_F_02 Maried_190,001-300,0000",51,34,17,0.063,1.9,"(-0.11262948749962032, 4.017196187143843)",8.35,6.39,Two-Sample Welch's t-test,0.116,1.21,"(inf, 8754.951465040354)",19418.03,16131.41,Two-Sample Welch's t-test,4.148084282494592,5.7365819021269076,1.5884976196323155,False,False
"46-52_M_02 Maried_1-60,000",50,14,36,0.0,10.79,"(7.850060626033375, 11.768099700707502)",18.56,8.76,Two-Sample Welch's t-test,0.0,11.68,"(inf, 6480.093579672507)",9968.5,4500.0,Two-Sample Welch's t-test,17.28715457704095,6.528144522068197,-10.759010054972753,True,True
"19-27_M_00 NA_88,001-130,0000",49,24,25,0.0,3.77,"(1.3641088993115593, 4.497051825257708)",6.33,3.4,Two-Sample Welch's t-test,0.0,3.69,"(inf, 4785.42167912621)",6842.5,3747.6,Two-Sample Welch's t-test,8.770254710887697,8.599143855790755,-0.17111085509694118,True,True
"46-52_F_00 NA_88,001-130,0000",48,33,15,0.88,-0.15,"(-1.686963972341641, 1.4498385266210154)",8.37,8.49,Two-Sample Welch's t-test,0.209,0.82,"(inf, 2363.5482428317564)",9471.27,8789.2,Two-Sample Welch's t-test,6.338752414209906,9.987662096753319,3.6489096825434135,False,False
"28-38_F_01 Single_88,001-130,0000",47,31,16,0.034,2.19,"(0.1412204187818642, 3.524681543758448)",9.27,7.44,Two-Sample Welch's t-test,0.027,1.98,"(inf, 3994.8963749489967)",10158.58,8179.69,Two-Sample Welch's t-test,3.446528703691756,5.275188709492077,1.8286600058003206,True,True
"53+_M_00 NA_60,001-88,000",47,17,30,0.0,20.37,"(9.100435054760721, 11.163810343125549)",16.67,6.54,Two-Sample Welch's t-test,0.0,39.75,"(inf, 7940.867867068671)",12198.53,4650.0,Two-Sample Welch's t-test,21.3302752293578,10.029080100612408,-11.30119512874539,True,True
"46-52_M_00 NA_60,001-88,000",47,12,35,0.0,11.03,"(6.605420303239169, 9.859412910897118)",14.61,6.37,Two-Sample Welch's t-test,0.0,12.97,"(inf, 7468.099290519593)",11052.17,4659.83,Two-Sample Welch's t-test,23.700183824865036,8.51444925651202,-15.185734568353016,True,True
"28-38_M_02 Maried_1-60,000",46,31,15,0.011,2.7,"(0.5676672894680148, 4.033441720339348)",11.14,8.84,Two-Sample Welch's t-test,0.012,2.38,"(inf, 2265.3312128569974)",5718.87,4500.0,Two-Sample Welch's t-test,6.353658766166531,11.744866403262606,5.391207637096075,True,True
"28-38_F_01 Single_130,000-190,000",45,30,15,0.007,2.81,"(0.7695655792466216, 4.673631549180668)",7.71,4.99,Two-Sample Welch's t-test,0.012,2.35,"(inf, 6898.534789898285)",11809.2,8100.0,Two-Sample Welch's t-test,2.7047513465320745,4.755547877436276,2.0507965309042016,True,True
"46-52_M_00 NA_130,000-190,000",45,24,21,0.003,3.23,"(1.1097504489399634, 4.874970919377115)",8.57,5.58,Two-Sample Welch's t-test,0.001,3.59,"(inf, 7817.271879615507)",13568.33,8575.81,Two-Sample Welch's t-test,5.9583886821979855,6.275915566926364,0.31752688472837864,True,True
"53+_F_00 NA_60,001-88,000",45,15,30,0.0,16.27,"(7.935832566942734, 10.304522730790596)",15.57,6.45,Two-Sample Welch's t-test,0.0,25.3,"(inf, 7857.3613554991225)",11849.13,4600.0,Two-Sample Welch's t-test,19.206680584551147,7.792915579122842,-11.413765005428306,True,True
"53+_M_00 NA_130,000-190,000",44,24,20,0.222,-1.24,"(-2.4387454693638397, 0.5858554713303783)",7.48,8.4,Two-Sample Welch's t-test,0.698,-0.52,"(inf, 1835.330859309699)",12323.38,12957.5,Two-Sample Welch's t-test,11.735414960016266,7.234037036892095,-4.501377923124171,False,False
"28-38_F_02 Maried_60,001-88,000",44,33,11,0.0,4.17,"(1.6796273386836091, 4.828252805779988)",10.36,7.11,Two-Sample Welch's t-test,0.0,4.49,"(inf, 3712.1170066739905)",7470.52,4909.09,Two-Sample Welch's t-test,2.9034662009650263,8.745736255354625,5.842270054389599,True,True
"39-45_M_02 Maried_130,000-190,000",44,34,10,0.0,4.1,"(2.1211304329051313, 6.310185796617413)",10.02,5.8,Two-Sample Welch's t-test,0.0,4.22,"(inf, 9817.741318491751)",15571.09,8941.5,Two-Sample Welch's t-test,1.8516486019706186,7.239918320371004,5.388269718400386,True,True
"46-52_F_00 NA_130,000-190,000",43,37,6,0.431,0.82,"(-1.5404770864637345, 3.322902506282)",8.29,7.4,Two-Sample Welch's t-test,0.064,1.62,"(inf, 5925.114815242288)",13608.54,11062.5,Two-Sample Welch's t-test,1.508982967077686,6.426908271595703,4.917925304518017,False,False
"53+_F_00 NA_300,001+",43,35,8,0.016,2.57,"(0.5172259803820505, 4.5657655847073695)",9.19,6.65,Two-Sample Welch's t-test,0.001,3.26,"(inf, 24556.15933834431)",39397.77,24238.5,Two-Sample Welch's t-test,1.0336255599351494,4.61132507182821,3.57769951189306,True,True
"39-45_F_00 NA_130,000-190,000",43,28,15,0.0,3.85,"(1.6167387272348384, 5.1820398405893195)",10.09,6.69,Two-Sample Welch's t-test,0.0,3.63,"(inf, 8074.985680261427)",15411.96,10225.13,Two-Sample Welch's t-test,2.5782937977692564,4.498993985598757,1.9207001878295007,True,True
"1-18_M_01 Single_300,001+",42,22,20,0.005,2.98,"(0.4104995232123666, 2.1521192770843767)",4.35,3.07,Two-Sample Welch's t-test,0.028,1.98,"(inf, 11846.876017512815)",20607.27,14753.25,Two-Sample Welch's t-test,2.341125182537784,3.78061461005407,1.439489427516286,True,True
"19-27_M_00 NA_60,001-88,000",42,25,17,0.003,3.14,"(0.8630438690744819, 4.002815602975029)",6.52,4.09,Two-Sample Welch's t-test,0.001,3.2,"(inf, 2925.8396302527044)",4650.6,2859.71,Two-Sample Welch's t-test,14.551903735632186,15.6791746738141,1.127270938181915,True,True
"28-38_M_01 Single_190,001-300,0000",42,40,2,0.002,-3.36,"(-3.9142021414226034, -0.9747954405927692)",7.42,9.86,Two-Sample Welch's t-test,0.976,-3.11,"(inf, -126.88551094078412)",16606.85,24375.0,Two-Sample Welch's t-test,0.6905062962134617,6.14795788275775,5.4574515865442885,True,False
"28-38_F_01 Single_190,001-300,0000",42,37,5,0.005,3.3,"(1.338849068483328, 6.195757196080581)",9.24,5.47,Two-Sample Welch's t-test,0.004,3.1,"(inf, 14647.181210438273)",21915.22,13275.0,Two-Sample Welch's t-test,0.6765070283347133,5.628335230585557,4.951828202250843,True,True
"19-27_F_01 Single_300,001+",42,30,12,0.002,3.26,"(0.8686850534726402, 3.7119927043792047)",5.25,2.96,Two-Sample Welch's t-test,0.07,1.53,"(inf, 15173.28219332786)",21208.7,14772.5,Two-Sample Welch's t-test,2.840029760474322,7.755677880847786,4.915648120373464,True,False
"19-27_M_00 NA_300,001+",41,21,20,0.264,1.13,"(-0.581084012157026, 2.057427760575119)",3.2,2.46,Two-Sample Welch's t-test,0.295,0.54,"(inf, 8281.268968891436)",13818.57,12062.25,Two-Sample Welch's t-test,6.269979883668346,5.629909000695518,-0.6400708829728284,False,False
"46-52_F_00 NA_60,001-88,000",41,18,23,0.0,13.12,"(7.054869129583771, 9.710327530986277)",14.96,6.58,Two-Sample Welch's t-test,0.0,16.8,"(inf, 6890.468765410035)",10810.33,4678.0,Two-Sample Welch's t-test,14.104584245506862,10.759375734369168,-3.3452085111376944,True,True
"53+_M_00 NA_190,001-300,0000",41,25,16,0.201,1.3,"(-0.6973814881078257, 3.202229852864743)",8.76,7.51,Two-Sample Welch's t-test,0.296,0.54,"(inf, 6477.312371900016)",20500.2,19137.0,Two-Sample Welch's t-test,9.255896556154259,8.684751673598868,-0.5711448825553911,False,False
"1-18_F_01 Single_190,001-300,0000",40,28,12,0.161,1.45,"(-0.4534392142289647, 2.592656146869748)",5.0,3.93,Two-Sample Welch's t-test,0.152,1.05,"(inf, 5517.026772643536)",11057.14,9200.0,Two-Sample Welch's t-test,1.3494831259603148,3.4281272526151096,2.078644126654795,False,False
"39-45_M_00 NA_88,001-130,0000",40,25,15,0.015,2.56,"(0.40894042525866725, 3.6022829799590688)",8.77,6.76,Two-Sample Welch's t-test,0.009,2.51,"(inf, 3982.6871170669165)",9061.4,6862.53,Two-Sample Welch's t-test,9.808990637730187,14.880885909814086,5.071895272083901,True,True
"19-27_M_01 Single_300,001+",39,34,5,0.111,1.67,"(-0.3196914655955092, 2.840970613999473)",4.52,3.26,Two-Sample Welch's t-test,0.003,2.93,"(inf, 16367.439893698878)",21979.24,12321.0,Two-Sample Welch's t-test,0.9411155438740413,8.664025120657344,7.722909576783303,False,True
"28-38_M_02 Maried_88,001-130,0000",39,26,13,0.035,2.19,"(0.12638581982668362, 3.3579201404929186)",9.83,8.08,Two-Sample Welch's t-test,0.01,2.44,"(inf, 3755.5218507353484)",10441.73,8394.23,Two-Sample Welch's t-test,4.322294006300152,8.483641136214494,4.161347129914342,True,True
"39-45_M_00 NA_60,001-88,000",38,19,19,0.0,5.94,"(3.6881480569912792, 7.653558199295803)",13.2,7.53,Two-Sample Welch's t-test,0.0,5.86,"(inf, 5766.346624482357)",9742.05,5480.26,Two-Sample Welch's t-test,14.918904203799755,15.080085380955484,0.16118117715573088,True,True
"1-18_F_01 Single_300,001+",38,26,12,0.881,0.15,"(-1.274387414037613, 1.4796779508869626)",3.35,3.25,Two-Sample Welch's t-test,0.155,1.03,"(inf, 8281.58595753064)",15077.31,12292.5,Two-Sample Welch's t-test,1.187134905315308,3.305557242021331,2.118422336706023,False,False
"46-52_F_02 Maried_190,001-300,0000",37,37,0,,,,,,,,,,,,,,,,,
"53+_M_00 NA_300,001+",37,21,16,0.001,3.59,"(1.9554128926341083, 7.067561041328769)",10.29,5.78,Two-Sample Welch's t-test,0.008,2.6,"(inf, 56012.60918227134)",55612.57,24416.44,Two-Sample Welch's t-test,2.6032599873496367,4.871345424158188,2.2680854368085512,True,True
"53+_F_01 Single_300,001+",37,27,10,0.488,0.7,"(-1.4213387445051686, 2.9152444412168044)",8.2,7.45,Two-Sample Welch's t-test,0.044,1.76,"(inf, 16800.71985622643)",33726.41,25936.2,Two-Sample Welch's t-test,3.3535038517932367,6.858621471411647,3.50511761961841,False,True
